Review_ID,Cus_ID,Pro_ID,Rating,Comment,Review_Date
REV0768,C0397,P0411,2.0,El tawseel momtaz,2024-03-18
REV0769,C0614,P0134,1.0,El 7aga etewslat bel seh,2023-07-24
REV0770,C0573,P0431,4.0,El 7agat etewsalet kamla,2024-03-20
REV0771,C0471,P0229,2.0,El sa3r mesh monaseb,2024-10-06
REV0772,C0081,P0487,2.0,El 7aga zabarta 3amali,2023-09-12
REV0773,C0078,P0046,5.0,Sa3r tamam,2024-04-20
REV0774,C0261,P0595,5.0,,2024-11-08
REV0775,C0799,P0186,1.0,El 7aga zabarta 3amali,2023-11-18
REV0776,C0635,P0271,2.0,El soora ghayr mowafqa lil montag,2024-09-10
REV0777,C0019,P0006,1.0,El khedma 3amali awy,2024-04-16
REV0778,C0613,P0496,5.0,El khedma momtaza,2023-11-06
REV0779,C0017,P0192,2.0,La2 ma3qool,2024-10-27
REV0780,C0549,P0195,4.0,El 7aga zabarta gedan,2023-01-23
REV0781,C0452,P0494,4.0,3ajaba el khedma,2023-10-29
REV0782,C0009,P0105,4.0,El tawseel momtaz,2024-08-15
REV0783,C0496,P0408,5.0,El tawseel momtaz,2023-08-26
REV0784,C0325,P0562,4.0,Tawseel sarie3 gedan,2024-05-21
REV0785,C0443,P0022,2.0,3ajaba el 3ala,2023-08-26
REV0786,C0613,P0477,3.0,El montag 3amali,2024-03-02
REV0787,C0480,P0164,3.0,El soora ghayr mowafqa lil montag,2024-11-14
REV0788,C0500,P0103,4.0,mesh ha2khudha tany,2024-07-24
REV0789,C0367,P0161,5.0,,2023-03-07
REV0790,C0115,P0232,2.0,El soora mesh zay eny shofta,2023-12-30
REV0791,C0153,P0525,1.0,3ajaba el 3ala,2024-04-13
REV0792,C0794,P0104,1.0,Mumtaz 3ala kol 7aja,2024-10-07
REV0793,C0740,P0299,5.0,Sa3r tamam,2023-06-07
REV0794,C0205,P0447,1.0,El khedma 3amali awy,2023-12-16
REV0795,C0727,P0422,2.0,El sa3r mesh monaseb,2024-03-07
REV0796,C0418,P0467,5.0,El sa3r mo3taghal,2023-01-31
REV0797,C0526,P0071,3.0,Mumtaz 3ala kol 7aja,2024-03-20
REV0798,C0652,P0153,1.0,El sa3r mesh monaseb,2023-10-30
REV0799,C0313,P0321,1.0,El sa3r mesh monaseb,2024-09-17
REV0800,C0209,P0554,5.0,El 7aga etewslat wa2taha,2024-10-26
